entry,address_city,address_code,first_entry_date,krs,legal_form,name,name_short,nip,regon,industriesR,industriesN,ceo_name,industriesJ,industriesM,industriesP,industriesL,industriesC,industriesG,industriesK,industriesF,industriesH,industriesI,industriesS,industriesQ,nazwa_jednostki,kwota_wsparcia
Fundacja Czas Tradycji,Warszawa,04-613,2008-11-27,318395,FUNDACJA,FUNDACJA CZAS TRADYCJI,FUNDACJA CZAS TRADYCJI,,,,,Piotr Zgorzelski,,,,,,,,,,,,,Fundacja Czas Tradycji,31148
Fundacja Dla Kultury Muzycznej Wrocławia WRATISLAVIA,Wrocław,53-615,2001-12-12,72028,FUNDACJA,FUNDACJA DLA KULTURY MUZYCZNEJ WROCŁAWIA WRATISLAVIA,FUNDACJA DLA KULTURY MUZYCZNEJ WROCŁAWIA WRATISLAVIA,,932275020.0,,,Tomasz Mieczysław Kwieciński,,,,,,,,,,,,,Fundacja Dla Kultury Muzycznej Wrocławia WRATISLAVIA,70000
Fundacja Dobra Historia,Warszawa,00-687,2018-11-07,756310,FUNDACJA,FUNDACJA DOBRA HISTORIA,FUNDACJA DOBRA HISTORIA,7010891286.0,381754703.0,,,Piotr Teodor Kulczycki,,,,,,,,,,,,,Fundacja Dobra Historia,21700
Fundacja Dom Kultury Alchemia,Kraków,31-056,2004-09-29,218506,FUNDACJA,FUNDACJA DOM KULTURY ALCHEMIA,FUNDACJA DOM KULTURY ALCHEMIA,,356883647.0,,,Dorota Danuta Kniedziałowska,,,,,,,,,,,,,Fundacja Dom Kultury Alchemia,170000
Fundacja Działań Kreatywnych Coincidentia,Białystok,15-201,2005-06-16,235914,FUNDACJA,FUNDACJA DZIAŁAŃ KREATYWNYCH COINCIDENTIA,FUNDACJA DZIAŁAŃ KREATYWNYCH COINCIDENTIA,9661790400.0,200021409.0,,,Paweł Chomczyk,,,,,,,,,,,,,Fundacja Działań Kreatywnych Coincidentia,139080
FUNDACJA DZIESIĘCIU TALENTÓW NA RZECZ TEATRU BARAKAH,Kraków,31-065,2007-08-30,286670,FUNDACJA,FUNDACJA DZIESIĘCIU TALENTÓW NA RZECZ TEATRU BARAKAH,FUNDACJA DZIESIĘCIU TALENTÓW NA RZECZ TEATRU BARAKAH,6762358192.0,120534272.0,,,Monika Gabriela Kufel,,,,,,,,,,,,,FUNDACJA DZIESIĘCIU TALENTÓW NA RZECZ TEATRU BARAKAH,107000
Fundacja EDUARTIS,Białystok,15-703,2011-04-01,382633,FUNDACJA,FUNDACJA EDUARTIS,FUNDACJA EDUARTIS,5423201174.0,200431432.0,,,Jarosław Sidoruk,,,,,,,,,,,,,Fundacja EDUARTIS,42100
Fundacja Everest Art Production,Wrocław,54-513,2018-01-19,714157,FUNDACJA,FUNDACJA EVEREST ART PRODUCTION,FUNDACJA EVEREST ART PRODUCTION,8943123507.0,369306693.0,,,Jacek Tomasz Marks,,,,,,,,,,,,,Fundacja Everest Art Production,51483
Fundacja Ewy Iżykowskiej ARTE EVA,Kalisz,62-800,2017-12-01,706870,FUNDACJA,"FUNDACJA EWY IŻYKOWSKIEJ ""ARTE EVA""","FUNDACJA EWY IŻYKOWSKIEJ ""ARTE EVA""",6182167972.0,368875874.0,,,Ewa Dorota Iżykowska-Lipińska,,,,,,,,,,,,,Fundacja Ewy Iżykowskiej ARTE EVA,40000
Fundacja Fabryka Marzeń,Wysoka,52-200,2015-05-28,559730,FUNDACJA,FUNDACJA FABRYKA MARZEŃ,FUNDACJA FABRYKA MARZEŃ,8961543332.0,361647532.0,,,Angelina Małgorzata Kopka,,,,,,,,,,,,,Fundacja Fabryka Marzeń,1367281
Fundacja Fabryka Marzeń,Warszawa,00-112,2013-02-19,451671,FUNDACJA,FUNDACJA FABRYKA MARZEŃ,FUNDACJA FABRYKA MARZEŃ,5252554752.0,146544758.0,,,Kamila Stanisława Polak,,,,,,,,,,,,,Fundacja Fabryka Marzeń,1367281
Fundacja Fabryka Marzeń,Kielce,25-323,2015-09-04,574203,FUNDACJA,"FUNDACJA ""FABRYKI MARZEŃ""","FUNDACJA ""FABRYKI MARZEŃ""",6572919374.0,362413718.0,,,Andrzej Marian Załucki,,,,,,,,,,,,,Fundacja Fabryka Marzeń,1367281
Fundacja Fabryka Marzeń,Wrocław,51-162,2015-01-13,538824,FUNDACJA,"FUNDACJA ""FABRYKA MARZEŃ I SNÓW""","FUNDACJA ""FABRYKA MARZEŃ I SNÓW""",,360621938.0,,,,,,,,,,,,,,,,Fundacja Fabryka Marzeń,1367281
Fundacja FILHARMONIA,Warszawa,00-525,2019-10-11,808214,FUNDACJA,FUNDACJA FILHARMONIA,FUNDACJA FILHARMONIA,7010949413.0,384607470.0,,,Marcin Witold Lewicki,,,,,,,,,,,,,Fundacja FILHARMONIA,52280
Fundacja FILHARMONIA,Kielce,25-369,2015-10-09,579924,FUNDACJA,FUNDACJA FILHARMONII ŚWIĘTOKRZYSKIEJ,FUNDACJA FILHARMONII ŚWIĘTOKRZYSKIEJ,6572919842.0,362706550.0,,,Franciszka Grażyna Patro,,,,,,,,,,,,,Fundacja FILHARMONIA,52280
Fundacja FILHARMONIA,Warszawa,00-950,2003-02-11,150604,FUNDACJA,"""FUNDACJA FILHARMONII WARSZAWSKIEJ""",FUNDACJA FILHARMONII WARSZAWSKIEJ,5252182227.0,16350259.0,,,Tadeusz Boniecki,,,,,,,,,,,,,Fundacja FILHARMONIA,52280
Fundacja FILHARMONIA,Wałbrzych,58-300,2005-08-25,237833,FUNDACJA,"""FUNDACJA ROZWOJU FILHARMONII SUDECKIEJ""",FUNDACJA ROZWOJU FILHARMONII SUDECKIEJ,,20140180.0,,,Tadeusz Skrężyna,,,,,,,,,,,,,Fundacja FILHARMONIA,52280
Fundacja FILHARMONIA,Gdańsk,80-341,2007-12-13,294920,FUNDACJA,"FUNDACJA ""POLSKIEJ FILHARMONII KAMERALNEJ""","FUNDACJA ""POLSKIEJ FILHARMONII KAMERALNEJ""",5842635517.0,220527547.0,,,Wojciech Józef Rajski,,,,,,,,,,,,,Fundacja FILHARMONIA,52280
Fundacja FILHARMONIA,Warszawa,01-312,2002-10-01,133543,FUNDACJA,FUNDACJA FILHARMONIA IM. ROMUALDA TRAUGUTTA,FUNDACJA FILHARMONIA IM. ROMUALDA TRAUGUTTA,,16190519.0,,,,,,,,,,,,,,,,Fundacja FILHARMONIA,52280
Fundacja FILHARMONIA,Opole,45-075,2016-04-22,612685,FUNDACJA,"""FUNDACJA FILHARMONII OPOLSKIEJ - DLA KULTURY""",FUNDACJA FILHARMONII OPOLSKIEJ - DLA KULTURY,7543118353.0,364269705.0,,,Przemysław Neumann,,,,,,,,,,,,,Fundacja FILHARMONIA,52280
Fundacja Filharmonia im. Romualda Traugutta,Warszawa,01-312,2002-10-01,133543,FUNDACJA,FUNDACJA FILHARMONIA IM. ROMUALDA TRAUGUTTA,FUNDACJA FILHARMONIA IM. ROMUALDA TRAUGUTTA,,16190519.0,,,,,,,,,,,,,,,,Fundacja Filharmonia im. Romualda Traugutta,11965
Fundacja Filharmonii Świętokrzyskiej,Kielce,25-369,2015-10-09,579924,FUNDACJA,FUNDACJA FILHARMONII ŚWIĘTOKRZYSKIEJ,FUNDACJA FILHARMONII ŚWIĘTOKRZYSKIEJ,6572919842.0,362706550.0,,,Franciszka Grażyna Patro,,,,,,,,,,,,,Fundacja Filharmonii Świętokrzyskiej,38245
Fundacja Folk24,Wrocław,50-138,2012-04-23,418561,FUNDACJA,FUNDACJA FOLK24,FUNDACJA FOLK24,6263008841.0,242917320.0,,,Kamil Piotr Piotrowski,,,,,,,,,,,,,Fundacja Folk24,14000
Fundacja Forum Artis im. Marka Tracza,Wrocław,53-118,2009-11-20,342236,FUNDACJA,FUNDACJA FORUM ARTIS IM. MARKA TRACZA,FUNDACJA FORUM ARTIS IM. MARKA TRACZA,8992683608.0,21118120.0,,,Alina Agnieszka Drozd Tereszkiewicz,,,,,,,,,,,,,Fundacja Forum Artis im. Marka Tracza,14670
Fundacja FRAKTAL,Łódź,94-017,2019-05-08,784815,FUNDACJA,FUNDACJA FRAKTAL,FUNDACJA FRAKTAL,7272836822.0,383300372.0,,,Ewa Maria Wolska,,,,,,,,,,,,,Fundacja FRAKTAL,4919
Fundacja FRAKTAL,Kamionka,21-132,2010-05-05,355780,FUNDACJA,FUNDACJA ANIMACJI LOKALNEJ FRAKTAL,FUNDACJA ANIMACJI LOKALNEJ FRAKTAL,7142032723.0,60649337.0,,,Maciej Jerzy Czyż,,,,,,,,,,,,,Fundacja FRAKTAL,4919
FUNDACJA GARNIZON SZTUKI,Warszawa,00-625,2014-05-29,511331,FUNDACJA,FUNDACJA GARNIZON SZTUKI,FUNDACJA GARNIZON SZTUKI,5252589940.0,147302661.0,,,Grażyna Bogumiła Wolszczak Sikora,,,,,,,,,,,,,FUNDACJA GARNIZON SZTUKI,936703
Fundacja Goart,Kraków,31-039,2018-03-26,724480,FUNDACJA,FUNDACJA GOART,FUNDACJA GOART,6762547160.0,369790944.0,,,Michał Jerzy Ichniowski,,,,,,,,,,,,,Fundacja Goart,217000
FUNDACJA I LOVE STAGE,Warszawa,00-707,2012-02-29,412661,FUNDACJA,FUNDACJA I LOVE STAGE,FUNDACJA I LOVE STAGE,5213628162.0,146024177.0,,,Marina Cydzik,,,,,,,,,,,,,FUNDACJA I LOVE STAGE,38600
Fundacja im.  Jacka Kaczmarskiego,Gdańsk,80-299,2005-08-01,238707,FUNDACJA,FUNDACJA IM. JACKA KACZMARSKIEGO,FUNDACJA IM. JACKA KACZMARSKIEGO,5842561167.0,220099420.0,,,Alicja Jolanta Delgas,,,,,,,,,,,,,Fundacja im.  Jacka Kaczmarskiego,110505
Fundacja im. Zbigniewa Wodeckiego,Kraków,31-049,2017-09-07,693956,FUNDACJA,FUNDACJA IM. ZBIGNIEWA WODECKIEGO,FUNDACJA IM. ZBIGNIEWA WODECKIEGO,6762535688.0,368225314.0,,,Katarzyna Anna Wodecka Stubbs,,,,,,,,,,,,,Fundacja im. Zbigniewa Wodeckiego,307000
Fundacja Imka,Warszawa,00-491,2014-11-05,530057,FUNDACJA,FUNDACJA IMKA,FUNDACJA IMKA,7010446818.0,360054132.0,,,,,,,,,,,,,,,,Fundacja Imka,1632160
Fundacja INDEPENDENT,Rogoziniec,66-210,2004-07-27,213635,FUNDACJA,"""FUNDACJA NIEZALEŻNE ŻYCIE INDEPENDENT LIVING""",FUNDACJA NIEZALEŻNE ŻYCIE INDEPENDENT LIVING,,,,,Benedykta Katarzyna Lehr Spławińska,,,,,,,,,,,,,Fundacja INDEPENDENT,1800000
Fundacja Instytut Białowieski,Białystok,15-665,2016-09-15,637028,FUNDACJA,FUNDACJA INSTYTUT BIAŁOWIESKI,FUNDACJA INSTYTUT BIAŁOWIESKI,9662106251.0,365404513.0,,,Rafał Marcin Kosno,,,,,,,,,,,,,Fundacja Instytut Białowieski,16500
Fundacja Instytut Państwa i PRawa,Nowy Sącz,33-300,2014-07-14,516027,FUNDACJA,FUNDACJA INSTYTUT PAŃSTWA I PRAWA,FUNDACJA INSTYTUT PAŃSTWA I PRAWA,7343530706.0,123226275.0,,,Wojciech Antoni Król,,,,,,,,,,,,,Fundacja Instytut Państwa i PRawa,247058
Fundacja Instytut Państwa i PRawa,Gniewkowo,88-140,2016-01-15,593620,FUNDACJA,FUNDACJA INSTYTUT PRAWORZĄDNEGO PAŃSTWA I OCHRONY PRAW PETENTA,FUNDACJA INSTYTUT PRAWORZĄDNEGO PAŃSTWA I OCHRONY PRAW PETENTA,5562762166.0,363501991.0,,,Tomasz Marcin Kucharski,,,,,,,,,,,,,Fundacja Instytut Państwa i PRawa,247058
FUNDACJA INSTYTUT PROMOCJI KULTURY POLSKIEJ,Kraków,31-012,2016-10-11,641100,FUNDACJA,FUNDACJA INSTYTUT PROMOCJI KULTURY POLSKIEJ,FUNDACJA INSTYTUT PROMOCJI KULTURY POLSKIEJ,6762514870.0,365611382.0,,,Przemysław Andrzej Firek,,,,,,,,,,,,,FUNDACJA INSTYTUT PROMOCJI KULTURY POLSKIEJ,271012
Fundacja Jest Akcja!,Warszawa,00-873,2011-01-11,375526,FUNDACJA,FUNDACJA JEST AKCJA!,FUNDACJA JEST AKCJA!,5222970285.0,142758853.0,,,Piotr Andrzej Orlicz Rabiega,,,,,,,,,,,,,Fundacja Jest Akcja!,1073294
Fundacja Kamila Maćkowiaka,Łódź,90-009,2010-09-08,364706,FUNDACJA,FUNDACJA KAMILA MAĆKOWIAKA,FUNDACJA KAMILA MAĆKOWIAKA,7252036018.0,100989060.0,,,Kamil Damian Maćkowiak,,,,,,,,,,,,,Fundacja Kamila Maćkowiaka,7878
Fundacja Krakowska Scena Muzyczna,Kraków,30-705,2014-02-14,497845,FUNDACJA,FUNDACJA KRAKOWSKA SCENA MUZYCZNA,FUNDACJA KRAKOWSKA SCENA MUZYCZNA,6762472864.0,123042693.0,,,Michał Jacek Wójcik,,,,,,,,,,,,,Fundacja Krakowska Scena Muzyczna,50000
Fundacja Kraków Kraków King's Players,Kraków,31-875,2016-10-06,640769,FUNDACJA,FUNDACJA KRAKÓW KRAKÓW KING'S PLAYERS,FUNDACJA KRAKÓW KRAKÓW KING'S PLAYERS,6751561771.0,365575344.0,,,Donald Allen,,,,,,,,,,,,,Fundacja Kraków Kraków King's Players,14500
Fundacja Krystyny Jandy Na Rzecz Kultury,Warszawa,00-545,2004-06-29,210799,FUNDACJA,FUNDACJA KRYSTYNY JANDY NA RZECZ KULTURY,FUNDACJA KRYSTYNY JANDY NA RZECZ KULTURY,5262789540.0,15763841.0,,,Krystyna Jolanta Janda,,,,,,,,,,,,,Fundacja Krystyny Jandy Na Rzecz Kultury,1800000
"FUNDACJA KULTURY, MUZYKI I TAŃCÓW SWINGOWYCH",Wieliczka,32-020,2017-06-28,684097,FUNDACJA,"FUNDACJA KULTURY, MUZYKI I TAŃCÓW SWINGOWYCH","FUNDACJA KULTURY, MUZYKI I TAŃCÓW SWINGOWYCH",6832095681.0,367647763.0,,,Arkadiusz Sebastian Kłapa,,,,,,,,,,,,,"FUNDACJA KULTURY, MUZYKI I TAŃCÓW SWINGOWYCH",172041
Fundacja Loch Camelot,Kraków,31-114,2007-11-26,291658,FUNDACJA,FUNDACJA LOCH CAMELOT,FUNDACJA LOCH CAMELOT,6762410159.0,120810594.0,,,Małgorzata Sularczyk,,,,,,,,,,,,,Fundacja Loch Camelot,10000
FUNDACJA LOVE THE MUSIC,Kielce,25-413,2018-09-24,749519,FUNDACJA,"""FUNDACJA LOVE THE MUSIC""",FUNDACJA LOVE THE MUSIC,6572940351.0,381375288.0,,,Jan Mateusz Kozłowski,,,,,,,,,,,,,FUNDACJA LOVE THE MUSIC,214240
FUNDACJA MALTA,Poznań,61-728,2003-02-04,150077,FUNDACJA,FUNDACJA MALTA,FUNDACJA MALTA,,634446340.0,,,Michał Tadeusz Merczyński,,,,,,,,,,,,,FUNDACJA MALTA,23249
FUNDACJA MALTA,Kraków,31-465,2020-03-11,831406,FUNDACJA,FUNDACJA POLSKA MALTA,FUNDACJA POLSKA MALTA,9452234758.0,385780689.0,,,Michał Kazimierz Gruszczyński,,,,,,,,,,,,,FUNDACJA MALTA,23249
Fundacja Marcina Wernera,Łódź,93-574,2016-11-17,647480,FUNDACJA,FUNDACJA MARCINA WERNERA,FUNDACJA MARCINA WERNERA,7272807051.0,365880700.0,,,Marcin Tomasz Werner,,,,,,,,,,,,,Fundacja Marcina Wernera,1069
Fundacja Muzyka Świata,Łódź,91-426,2013-04-30,460359,FUNDACJA,"FUNDACJA ""MUZYKA ŚWIATA""","FUNDACJA ""MUZYKA ŚWIATA""",7252067119.0,101593341.0,,,Grzegorz Andrzej Stech,,,,,,,,,,,,,Fundacja Muzyka Świata,550000
Fundacja Muzyki Dawnej CANOR,Toruń,87-100,2002-02-04,88033,FUNDACJA,"FUNDACJA MUZYKI DAWNEJ ""CANOR"" W TORUNIU","FUNDACJA MUZYKI DAWNEJ ""CANOR"" W TORUNIU",9562043686.0,870198238.0,,,Cezary Zych,,,,,,,,,,,,,Fundacja Muzyki Dawnej CANOR,64000
Fundacja Muzyki Filmowej i Jazzowej,Kraków,31-419,2014-11-18,531682,FUNDACJA,FUNDACJA MUZYKI FILMOWEJ I JAZZOWEJ,FUNDACJA MUZYKI FILMOWEJ I JAZZOWEJ,8691983586.0,360125889.0,,,Magdalena Izabela Warejko,,,,,,,,,,,,,Fundacja Muzyki Filmowej i Jazzowej,50750
"FUNDACJA NA RZECZ INTEGRACJI ŚRODOWISKA AKADEMICKIEGO ""JEDEN UNIWERSYTET""",Poznań,61-728,2014-02-18,497548,FUNDACJA,"FUNDACJA NA RZECZ INTEGRACJI ŚRODOWISKA AKADEMICKIEGO ""JEDEN UNIWERSYTET""","FUNDACJA NA RZECZ INTEGRACJI ŚRODOWISKA AKADEMICKIEGO ""JEDEN UNIWERSYTET""",7831709762.0,302654512.0,,,Wojciech Janusz Szalbierz,,,,,,,,,,,,,"FUNDACJA NA RZECZ INTEGRACJI ŚRODOWISKA AKADEMICKIEGO ""JEDEN UNIWERSYTET""",425211
Fundacja na rzecz rozwijania muzykalności Polaków „Muzyka jest dla wszystkich”,Warszawa,03-913,2005-06-21,236575,FUNDACJA,"FUNDACJA NA RZECZ ROZWIJANIA MUZYKALNOŚCI POLAKÓW ""MUZYKA JEST DLA WSZYSTKICH""","FUNDACJA NA RZECZ ROZWIJANIA MUZYKALNOŚCI POLAKÓW ""MUZYKA JEST DLA WSZYSTKICH""",1132565490.0,140177939.0,,,Violetta Antonina Łabanow Jastrząb,,,,,,,,,,,,,Fundacja na rzecz rozwijania muzykalności Polaków „Muzyka jest dla wszystkich”,110000
"Fundacja na Rzecz Studentów i Absolwentów Uniwersytetu Warszawskiego ""Universitatis Varsoviensis""",Warszawa,02-089,2002-05-06,105627,FUNDACJA,"FUNDACJA NA RZECZ STUDENTÓW I ABSOLWENTÓW UNIWERSYTETU WARSZAWSKIEGO ""UNIVERSITATIS VARSOVIENSIS""","FUNDACJA NA RZECZ STUDENTÓW I ABSOLWENTÓW UNIWERSYTETU WARSZAWSKIEGO ""UNIVERSITATIS VARSOVIENSIS""",5260021527.0,11569013.0,,,Grzegorz Andrzej Litwiński,,,,,,,,,,,,,"Fundacja na Rzecz Studentów i Absolwentów Uniwersytetu Warszawskiego ""Universitatis Varsoviensis""",664500
Fundacja na Rzecz Wspierania Kultur Alternatywnych i Ekologicznych,Pobiedna,59-814,2002-01-23,78679,FUNDACJA,FUNDACJA NA RZECZ WSPIERANIA KULTUR ALTERNATYWNYCH I EKOLOGICZNYCH,FUNDACJA NA RZECZ WSPIERANIA KULTUR ALTERNATYWNYCH I EKOLOGICZNYCH,6131355646.0,931013157.0,,,,,,,,,,,,,,,,Fundacja na Rzecz Wspierania Kultur Alternatywnych i Ekologicznych,316000
Fundacja Nowa Sztuka Wet Music,Bydgoszcz,85-022,2011-05-09,385667,FUNDACJA,"""FUNDACJA NOWA SZTUKA WET MUSIC""",FUNDACJA NOWA SZTUKA WET MUSIC,9671342353.0,340908408.0,,,Artur Tomasz Maćkowiak,,,,,,,,,,,,,Fundacja Nowa Sztuka Wet Music,79000
Fundacja Ośrodek,Wrocław,53-150,2007-11-27,293671,FUNDACJA,"""FUNDACJA OŚRODEK""",FUNDACJA OŚRODEK,8942926138.0,20646287.0,,,Marek Jerzy Kocot,,,,,,,,,,,,,Fundacja Ośrodek,25000
Fundacja Ośrodek,Warszawa,02-536,2002-06-19,119146,FUNDACJA,FUNDACJA OŚRODKA KARTA,FUNDACJA OŚRODKA KARTA,5260305957.0,6210388.0,,,Zbigniew Grzegorz Gluza,,,,,,,,,,,,,Fundacja Ośrodek,25000
Fundacja Ośrodek,Chorzów,41-500,2020-10-15,861664,FUNDACJA,FUNDACJA OŚRODEK INDUSTRIA,FUNDACJA OŚRODEK INDUSTRIA,6272769373.0,387298360.0,,,Piotr Jan Rygus,,,,,,,,,,,,,Fundacja Ośrodek,25000
Fundacja Ośrodek,Kleszczów,44-164,2017-03-02,665294,FUNDACJA,"FUNDACJA ""STRACHU"" OŚRODEK REHABILITACYJNY","FUNDACJA ""STRACHU"" OŚRODEK REHABILITACYJNY",9691623368.0,366674700.0,,,Marcin Rafał Muc,,,,,,,,,,,,,Fundacja Ośrodek,25000
Fundacja Ośrodek,Ełk,19-300,2015-11-27,588588,FUNDACJA,FUNDACJA WOLONTARIACKI OŚRODEK WSPARCIA,FUNDACJA WOLONTARIACKI OŚRODEK WSPARCIA,8481863798.0,363089527.0,,,Patrycja Agnieszka Łapińska,,,,,,,,,,,,,Fundacja Ośrodek,25000
Fundacja Ośrodek,Warszawa,02-758,2015-05-21,559044,FUNDACJA,FUNDACJA OŚRODEK ANALIZ STRATEGICZNYCH,FUNDACJA OŚRODEK ANALIZ STRATEGICZNYCH,5213697424.0,361584889.0,,,Witold Tomasz Jurasz,,,,,,,,,,,,,Fundacja Ośrodek,25000
Fundacja Ośrodek,Białystok,15-082,2012-01-25,409246,FUNDACJA,FUNDACJA OŚRODEK WSPIERANIA EKOLOGII,FUNDACJA OŚRODEK WSPIERANIA EKOLOGII,5423223862.0,200676168.0,,,Krzysztof Jan Stawnicki,,,,,,,,,,,,,Fundacja Ośrodek,25000
Fundacja Ośrodek,Rzeszów,35-015,2004-10-21,219927,FUNDACJA,FUNDACJA RZESZOWSKIEGO OŚRODKA ARCHEOLOGICZNEGO,FUNDACJA RZESZOWSKIEGO OŚRODKA ARCHEOLOGICZNEGO,8133378078.0,691798215.0,,,,,,,,,,,,,,,,Fundacja Ośrodek,25000
Fundacja Ośrodek,Police,72-010,2001-09-12,42401,FUNDACJA,"FUNDACJA ""OŚRODEK DOSKONALENIA KADR""","FUNDACJA ""OŚRODEK DOSKONALENIA KADR""",8511019625.0,810423713.0,,,Maria Górska,,,,,,,,,,,,,Fundacja Ośrodek,25000
Fundacja Ośrodek,Warszawa,02-026,2001-08-22,37762,FUNDACJA,FUNDACJA OŚRODKA EDUKACJI EKOLOGICZNEJ,FUNDACJA OŚRODKA EDUKACJI EKOLOGICZNEJ,,11065873.0,,,Janusz Byszewski,,,,,,,,,,,,,Fundacja Ośrodek,25000
Fundacja Otwarta Sztuka,Warszawa,01-875,2016-01-29,599247,FUNDACJA,FUNDACJA OTWARTA SZTUKA,FUNDACJA OTWARTA SZTUKA,5223052798.0,363660896.0,,,Jakub Bohdan Michalski,,,,,,,,,,,,,Fundacja Otwarta Sztuka,15150
Fundacja Otwarta Sztuka,Warszawa,00-775,2003-11-21,180333,FUNDACJA,EUROPEJSKA FUNDACJA SZTUKA OTWARTA,EUROPEJSKA FUNDACJA SZTUKA OTWARTA,,,,,Katarzyna Agnieszka Łyszyk,,,,,,,,,,,,,Fundacja Otwarta Sztuka,15150
Fundacja Otwarta Sztuka,Wrocław,54-029,2012-03-22,415283,FUNDACJA,"FUNDACJA ROZWOJU KULTURY, SZTUKI I EDUKACJI ""OTWÓRZ DRZWI""","FUNDACJA ROZWOJU KULTURY, SZTUKI I EDUKACJI ""OTWÓRZ DRZWI""",8943038581.0,21848509.0,,,Katarzyna Bartak Surówka,,,,,,,,,,,,,Fundacja Otwarta Sztuka,15150
Fundacja Paryż,Katowice,40-007,2008-03-25,302076,FUNDACJA,FUNDACJA PARYŻ,FUNDACJA PARYŻ,5130168077.0,120692634.0,,,Marlena Niestrój,,,,,,,,,,,,,Fundacja Paryż,35000
Fundacja Pączkowe Drzewo,Wrocław,51-663,2013-03-13,454251,FUNDACJA,"FUNDACJA ""PĄCZKOWE DRZEWO""","FUNDACJA ""PĄCZKOWE DRZEWO""",8982203021.0,22097821.0,,,Stefan Brzozowski,,,,,,,,,,,,,Fundacja Pączkowe Drzewo,94902
Fundacja PER4M,Sopot,81-814,2010-06-30,360045,FUNDACJA,FUNDACJA PER4M,FUNDACJA PER4M,8971783003.0,21890397.0,,,Łukasz Rostkowski,,,,,,,,,,,,,Fundacja PER4M,70000
Fundacja Perła Baroku,Kobyłka,05-230,2017-01-23,658786,FUNDACJA,"""FUNDACJA PERŁA BAROKU""",FUNDACJA PERŁA BAROKU,1251650836.0,366391379.0,,,Anna Barbara Szarek,,,,,,,,,,,,,Fundacja Perła Baroku,44680
FUNDACJA PICCOLO-KULTURA BEZ BARIER,Łódź,94-223,2010-07-07,360531,FUNDACJA,"""FUNDACJA PICCOLO-KULTURA BEZ BARIER""",FUNDACJA PICCOLO-KULTURA BEZ BARIER,7272765134.0,100920588.0,,,Anna Ewa Wdowiak,,,,,,,,,,,,,FUNDACJA PICCOLO-KULTURA BEZ BARIER,46025
Fundacja Plateaux,Warszawa,03-808,2006-04-11,254909,FUNDACJA,FUNDACJA PLATEAUX,FUNDACJA PLATEAUX,5862169745.0,220219047.0,,,Krzysztof Przemysław Bober,,,,,,,,,,,,,Fundacja Plateaux,572000
Fundacja Po Innej Stronie Mocy,Lublin,20-543,2018-07-26,741527,FUNDACJA,FUNDACJA PO INNEJ STRONIE MOCY,FUNDACJA PO INNEJ STRONIE MOCY,7123372903.0,380842718.0,,,Krzysztof Andrzej Księski,,,,,,,,,,,,,Fundacja Po Innej Stronie Mocy,33212
Fundacja Pomysłodalnia,Rumia,84-230,2013-03-01,453359,FUNDACJA,FUNDACJA POMYSŁODALNIA,FUNDACJA POMYSŁODALNIA,5882399135.0,221842096.0,,,Magdalena Olszewska,,,,,,,,,,,,,Fundacja Pomysłodalnia,65000
Fundacja Pro Anima,Białystok,15-480,2010-03-22,349650,FUNDACJA,"FUNDACJA ""PRO ANIMA""","FUNDACJA ""PRO ANIMA""",9662026204.0,200346436.0,,,Mariusz Perkowski,,,,,,,,,,,,,Fundacja Pro Anima,200000
Fundacja PRO ARTE 2002,Wrocław,52-023,2011-09-14,395157,FUNDACJA,"FUNDACJA ""PRO ARTE 2002""","FUNDACJA ""PRO ARTE 2002""",8992729776.0,21741800.0,,,Janusz Mariusz Domin,,,,,,,,,,,,,Fundacja PRO ARTE 2002,17659
Fundacja Pro Futuro,Gwoździany,42-772,2011-04-27,384604,FUNDACJA,"FUNDACJA ""PRO FUTURO""","FUNDACJA ""PRO FUTURO""",5751880240.0,241979098.0,,,Teresa Janina Bacławska,,,,,,,,,,,,,Fundacja Pro Futuro,3500
Fundacja Pro Futuro,Warszawa,03-195,2009-04-23,328390,FUNDACJA,FUNDACJA PRO FUTURO,FUNDACJA PRO FUTURO,7010183655.0,141846176.0,,,Magdalena Makarewicz,,,,,,,,,,,,,Fundacja Pro Futuro,3500
Fundacja Pro Futuro,Sułkowice,34-120,2015-11-04,584453,FUNDACJA,"""FUNDACJA PRO FUTURO""",FUNDACJA PRO FUTURO,5512623014.0,362930201.0,,,Andrzej Jan Pietyra,,,,,,,,,,,,,Fundacja Pro Futuro,3500
Fundacja Pro Futuro,Toruń,87-100,2014-11-28,533493,FUNDACJA,"FUNDACJA ""PRO FUTURO THEOLOGIAE""","FUNDACJA ""PRO FUTURO THEOLOGIAE""",9562309411.0,360248793.0,,,Tomasz Henryk Huzarek,,,,,,,,,,,,,Fundacja Pro Futuro,3500
Fundacja Pro Futuro,Pieszyce,58-250,2017-04-26,675654,FUNDACJA,FUNDACJA KONTAKT PRO FUTURO,FUNDACJA KONTAKT PRO FUTURO,8822126932.0,367152553.0,,,Włodzimierz Andrzej Konarski,,,,,,,,,,,,,Fundacja Pro Futuro,3500
Fundacja Pro Futuro,Lublin,20-081,2006-02-28,251912,FUNDACJA,"FUNDACJA ""PRO BONO FUTURO""","FUNDACJA ""PRO BONO FUTURO""",7123000142.0,60113890.0,,,Jacek Andrzej Szczot,,,,,,,,,,,,,Fundacja Pro Futuro,3500
